material_id,formula,cif_path,atomic_numbers,electronegativity,group,period,atomic_radius,formation_energy
mp-865848,LuInAg2,dataset/cif_files/mp-865848.cif,"[71, 49, 47, 47]","[1.27, 1.78, 1.93, 1.93]","[3, 13, 11, 11]","[6, 5, 5, 5]","[1.75, 1.55, 1.6, 1.6]",-0.374864317
mp-1091370,LuInAu,dataset/cif_files/mp-1091370.cif,"[71, 49, 79]","[1.27, 1.78, 2.54]","[3, 13, 11]","[6, 5, 6]","[1.75, 1.55, 1.35]",-0.82962473
mp-30393,LuInAu2,dataset/cif_files/mp-30393.cif,"[71, 49, 79, 79]","[1.27, 1.78, 2.54, 2.54]","[3, 13, 11, 11]","[6, 5, 6, 6]","[1.75, 1.55, 1.35, 1.35]",-0.760536087
mp-4972,LuInCu2,dataset/cif_files/mp-4972.cif,"[71, 49, 29, 29]","[1.27, 1.78, 1.9, 1.9]","[3, 13, 11, 11]","[6, 5, 4, 4]","[1.75, 1.55, 1.35, 1.35]",-0.366030492
mp-1206494,LuInNi,dataset/cif_files/mp-1206494.cif,"[71, 49, 28]","[1.27, 1.78, 1.91]","[3, 13, 10]","[6, 5, 4]","[1.75, 1.55, 1.35]",-0.496047933
mp-865945,LuInNi2,dataset/cif_files/mp-865945.cif,"[71, 49, 28, 28]","[1.27, 1.78, 1.91, 1.91]","[3, 13, 10, 10]","[6, 5, 4, 4]","[1.75, 1.55, 1.35, 1.35]",-0.411526306
mp-1079085,LuInPd,dataset/cif_files/mp-1079085.cif,"[71, 49, 46]","[1.27, 1.78, 2.2]","[3, 13, 10]","[6, 5, 5]","[1.75, 1.55, 1.4]",-0.798529609
mp-12129,LuInPd2,dataset/cif_files/mp-12129.cif,"[71, 49, 46, 46]","[1.27, 1.78, 2.2, 2.2]","[3, 13, 10, 10]","[6, 5, 5, 5]","[1.75, 1.55, 1.4, 1.4]",-0.858028546
mp-569848,LuInPt,dataset/cif_files/mp-569848.cif,"[71, 49, 78]","[1.27, 1.78, 2.28]","[3, 13, 10]","[6, 5, 6]","[1.75, 1.55, 1.35]",-1.127843153
mp-1185489,LuInPt2,dataset/cif_files/mp-1185489.cif,"[71, 49, 78, 78]","[1.27, 1.78, 2.28, 2.28]","[3, 13, 10, 10]","[6, 5, 6, 6]","[1.75, 1.55, 1.35, 1.35]",-1.066440652
mp-11101,LuInRh,dataset/cif_files/mp-11101.cif,"[71, 49, 45]","[1.27, 1.78, 2.28]","[3, 13, 9]","[6, 5, 5]","[1.75, 1.55, 1.35]",-0.84869954
mp-865884,LuInRh2,dataset/cif_files/mp-865884.cif,"[71, 49, 45, 45]","[1.27, 1.78, 2.28, 2.28]","[3, 13, 9, 9]","[6, 5, 5, 5]","[1.75, 1.55, 1.35, 1.35]",-0.920134789
mp-1185515,LuMg2Sc,dataset/cif_files/mp-1185515.cif,"[71, 12, 12, 21]","[1.27, 1.31, 1.31, 1.36]","[3, 2, 2, 3]","[6, 3, 3, 4]","[1.75, 1.5, 1.5, 1.6]",-0.018285033
mp-1185500,LuMgAg2,dataset/cif_files/mp-1185500.cif,"[71, 12, 47, 47]","[1.27, 1.31, 1.93, 1.93]","[3, 2, 11, 11]","[6, 3, 5, 5]","[1.75, 1.5, 1.6, 1.6]",-0.292354604
mp-865861,LuMgAu2,dataset/cif_files/mp-865861.cif,"[71, 12, 79, 79]","[1.27, 1.31, 2.54, 2.54]","[3, 2, 11, 11]","[6, 3, 6, 6]","[1.75, 1.5, 1.35, 1.35]",-0.784374888
mp-865223,LuMgCd2,dataset/cif_files/mp-865223.cif,"[71, 12, 48, 48]","[1.27, 1.31, 1.69, 1.69]","[3, 2, 12, 12]","[6, 3, 5, 5]","[1.75, 1.5, 1.55, 1.55]",-0.2331839
mp-865226,LuMgHg2,dataset/cif_files/mp-865226.cif,"[71, 12, 80, 80]","[1.27, 1.31, 2, 2]","[3, 2, 12, 12]","[6, 3, 6, 6]","[1.75, 1.5, 1.5, 1.5]",-0.409014109
mp-1205857,LuMgIn,dataset/cif_files/mp-1205857.cif,"[71, 12, 49]","[1.27, 1.31, 1.78]","[3, 2, 13]","[6, 3, 5]","[1.75, 1.5, 1.55]",-0.309142499
mp-865253,LuMgPd2,dataset/cif_files/mp-865253.cif,"[71, 12, 46, 46]","[1.27, 1.31, 2.2, 2.2]","[3, 2, 10, 10]","[6, 3, 5, 5]","[1.75, 1.5, 1.4, 1.4]",-0.857993078
mp-865271,LuMgRh2,dataset/cif_files/mp-865271.cif,"[71, 12, 45, 45]","[1.27, 1.31, 2.28, 2.28]","[3, 2, 9, 9]","[6, 3, 5, 5]","[1.75, 1.5, 1.35, 1.35]",-0.79562488
mp-1205959,LuMgTl,dataset/cif_files/mp-1205959.cif,"[71, 12, 81]","[1.27, 1.31, 1.62]","[3, 2, 13]","[6, 3, 6]","[1.75, 1.5, 1.9]",-0.244243815
mp-1185501,LuMgTl2,dataset/cif_files/mp-1185501.cif,"[71, 12, 81, 81]","[1.27, 1.31, 1.62, 1.62]","[3, 2, 13, 13]","[6, 3, 6, 6]","[1.75, 1.5, 1.9, 1.9]",-0.141157832
mp-865256,LuMgZn2,dataset/cif_files/mp-865256.cif,"[71, 12, 30, 30]","[1.27, 1.31, 1.65, 1.65]","[3, 2, 12, 12]","[6, 3, 4, 4]","[1.75, 1.5, 1.35, 1.35]",-0.30844819
mp-1222265,LuMnIn,dataset/cif_files/mp-1222265.cif,"[71, 25, 49]","[1.27, 1.55, 1.78]","[3, 7, 13]","[6, 4, 5]","[1.75, 1.4, 1.55]",-0.068512777
mp-1185505,LuMnRh2,dataset/cif_files/mp-1185505.cif,"[71, 25, 45, 45]","[1.27, 1.55, 2.28, 2.28]","[3, 7, 9, 9]","[6, 4, 5, 5]","[1.75, 1.4, 1.35, 1.35]",-0.597567619
mp-1203057,LuMnSn2,dataset/cif_files/mp-1203057.cif,"[71, 25, 50, 50]","[1.27, 1.55, 1.96, 1.96]","[3, 7, 14, 14]","[6, 4, 5, 5]","[1.75, 1.4, 1.45, 1.45]",-0.327198843
mp-865255,LuNbRu2,dataset/cif_files/mp-865255.cif,"[71, 41, 44, 44]","[1.27, 1.6, 2.2, 2.2]","[3, 5, 8, 8]","[6, 5, 5, 5]","[1.75, 1.45, 1.3, 1.3]",-0.432735482
mp-11492,LuNi2Sn,dataset/cif_files/mp-11492.cif,"[71, 28, 28, 50]","[1.27, 1.91, 1.91, 1.96]","[3, 10, 10, 14]","[6, 4, 4, 5]","[1.75, 1.35, 1.35, 1.45]",-0.516252013
mp-30457,LuNiBi,dataset/cif_files/mp-30457.cif,"[71, 28, 83]","[1.27, 1.91, 2.02]","[3, 10, 15]","[6, 4, 6]","[1.75, 1.35, 1.6]",-0.711762661
mp-13074,LuNiPb,dataset/cif_files/mp-13074.cif,"[71, 28, 82]","[1.27, 1.91, 2.33]","[3, 10, 14]","[6, 4, 6]","[1.75, 1.35, 1.8]",-0.406411828
mp-977588,LuNiSn,dataset/cif_files/mp-977588.cif,"[71, 28, 50]","[1.27, 1.91, 1.96]","[3, 10, 14]","[6, 4, 5]","[1.75, 1.35, 1.45]",-0.653695751
mp-7736,LuNiSn2,dataset/cif_files/mp-7736.cif,"[71, 28, 50, 50]","[1.27, 1.91, 1.96, 1.96]","[3, 10, 14, 14]","[6, 4, 5, 5]","[1.75, 1.35, 1.45, 1.45]",-0.513926881
mp-1185518,LuNpRu2,dataset/cif_files/mp-1185518.cif,"[71, 93, 44, 44]","[1.27, 1.36, 2.2, 2.2]","[3, 3, 8, 8]","[6, 7, 5, 5]","[1.75, 1.75, 1.3, 1.3]",-0.295213951
mp-865608,LuPaOs2,dataset/cif_files/mp-865608.cif,"[71, 91, 76, 76]","[1.27, 1.5, 2.2, 2.2]","[3, 3, 8, 8]","[6, 7, 6, 6]","[1.75, 1.8, 1.3, 1.3]",-0.291366774
mp-1185527,LuPaRe2,dataset/cif_files/mp-1185527.cif,"[71, 91, 75, 75]","[1.27, 1.5, 1.9, 1.9]","[3, 3, 7, 7]","[6, 7, 6, 6]","[1.75, 1.8, 1.35, 1.35]",0.00047167
mp-865639,LuPaRu2,dataset/cif_files/mp-865639.cif,"[71, 91, 44, 44]","[1.27, 1.5, 2.2, 2.2]","[3, 3, 8, 8]","[6, 7, 5, 5]","[1.75, 1.8, 1.3, 1.3]",-0.484444202
mp-865801,LuPaTc2,dataset/cif_files/mp-865801.cif,"[71, 91, 43, 43]","[1.27, 1.5, 1.9, 1.9]","[3, 3, 7, 7]","[6, 7, 5, 5]","[1.75, 1.8, 1.35, 1.35]",-0.283012332
mp-1206796,LuPd2Pb,dataset/cif_files/mp-1206796.cif,"[71, 46, 46, 82]","[1.27, 2.2, 2.2, 2.33]","[3, 10, 10, 14]","[6, 5, 5, 6]","[1.75, 1.4, 1.4, 1.8]",-0.710763979
mp-865969,LuReTc2,dataset/cif_files/mp-865969.cif,"[71, 75, 43, 43]","[1.27, 1.9, 1.9, 1.9]","[3, 7, 7, 7]","[6, 6, 5, 5]","[1.75, 1.35, 1.35, 1.35]",-0.040271232
mp-865443,LuRh2Pb,dataset/cif_files/mp-865443.cif,"[71, 45, 45, 82]","[1.27, 2.28, 2.28, 2.33]","[3, 9, 9, 14]","[6, 5, 5, 6]","[1.75, 1.35, 1.35, 1.8]",-0.597203549
mp-1185510,LuScCo2,dataset/cif_files/mp-1185510.cif,"[71, 21, 27, 27]","[1.27, 1.36, 1.88, 1.88]","[3, 3, 9, 9]","[6, 4, 4, 4]","[1.75, 1.6, 1.35, 1.35]",-0.29153713
mp-1185508,LuScCu2,dataset/cif_files/mp-1185508.cif,"[71, 21, 29, 29]","[1.27, 1.36, 1.9, 1.9]","[3, 3, 11, 11]","[6, 4, 4, 4]","[1.75, 1.6, 1.35, 1.35]",-0.280251243
mp-1185506,LuScHg2,dataset/cif_files/mp-1185506.cif,"[71, 21, 80, 80]","[1.27, 1.36, 2, 2]","[3, 3, 12, 12]","[6, 4, 6, 6]","[1.75, 1.6, 1.5, 1.5]",-0.513785954
mp-1185491,LuScIr2,dataset/cif_files/mp-1185491.cif,"[71, 21, 77, 77]","[1.27, 1.36, 2.2, 2.2]","[3, 3, 9, 9]","[6, 4, 6, 6]","[1.75, 1.6, 1.35, 1.35]",-0.989625688
mp-974065,LuScPd2,dataset/cif_files/mp-974065.cif,"[71, 21, 46, 46]","[1.27, 1.36, 2.2, 2.2]","[3, 3, 10, 10]","[6, 4, 5, 5]","[1.75, 1.6, 1.4, 1.4]",-0.94875326
mp-973432,LuScRh2,dataset/cif_files/mp-973432.cif,"[71, 21, 45, 45]","[1.27, 1.36, 2.28, 2.28]","[3, 3, 9, 9]","[6, 4, 5, 5]","[1.75, 1.6, 1.35, 1.35]",-1.004918235
mp-973433,LuScRu2,dataset/cif_files/mp-973433.cif,"[71, 21, 44, 44]","[1.27, 1.36, 2.2, 2.2]","[3, 3, 8, 8]","[6, 4, 5, 5]","[1.75, 1.6, 1.3, 1.3]",-0.499663423
mp-973430,LuScZn2,dataset/cif_files/mp-973430.cif,"[71, 21, 30, 30]","[1.27, 1.36, 1.65, 1.65]","[3, 3, 12, 12]","[6, 4, 4, 4]","[1.75, 1.6, 1.35, 1.35]",-0.363861963
mp-13302,LuSnAu,dataset/cif_files/mp-13302.cif,"[71, 50, 79]","[1.27, 1.96, 2.54]","[3, 14, 11]","[6, 5, 6]","[1.75, 1.45, 1.35]",-0.868023754
mp-5177,LuSnAu,dataset/cif_files/mp-5177.cif,"[71, 50, 79]","[1.27, 1.96, 2.54]","[3, 14, 11]","[6, 5, 6]","[1.75, 1.45, 1.35]",-0.931271766
mp-1079958,LuSnIr,dataset/cif_files/mp-1079958.cif,"[71, 50, 77]","[1.27, 1.96, 2.2]","[3, 14, 9]","[6, 5, 6]","[1.75, 1.45, 1.35]",-0.853630813
mp-1080768,LuSnPd,dataset/cif_files/mp-1080768.cif,"[71, 50, 46]","[1.27, 1.96, 2.2]","[3, 14, 10]","[6, 5, 5]","[1.75, 1.45, 1.4]",-0.955843614
mp-5181,LuSnPd2,dataset/cif_files/mp-5181.cif,"[71, 50, 46, 46]","[1.27, 1.96, 2.2, 2.2]","[3, 14, 10, 10]","[6, 5, 5, 5]","[1.75, 1.45, 1.4, 1.4]",-0.919037499
mp-1079727,LuSnPt,dataset/cif_files/mp-1079727.cif,"[71, 50, 78]","[1.27, 1.96, 2.28]","[3, 14, 10]","[6, 5, 6]","[1.75, 1.45, 1.35]",-1.176926461
mp-1079148,LuSnRh,dataset/cif_files/mp-1079148.cif,"[71, 50, 45]","[1.27, 1.96, 2.28]","[3, 14, 9]","[6, 5, 5]","[1.75, 1.45, 1.35]",-0.899115712
mp-865378,LuSnRh2,dataset/cif_files/mp-865378.cif,"[71, 50, 45, 45]","[1.27, 1.96, 2.28, 2.28]","[3, 14, 9, 9]","[6, 5, 5, 5]","[1.75, 1.45, 1.35, 1.35]",-0.856077078
mp-865379,LuSnRu2,dataset/cif_files/mp-865379.cif,"[71, 50, 44, 44]","[1.27, 1.96, 2.2, 2.2]","[3, 14, 8, 8]","[6, 5, 5, 5]","[1.75, 1.45, 1.3, 1.3]",-0.440001243
mp-866127,LuTaOs2,dataset/cif_files/mp-866127.cif,"[71, 73, 76, 76]","[1.27, 1.5, 2.2, 2.2]","[3, 5, 8, 8]","[6, 6, 6, 6]","[1.75, 1.45, 1.3, 1.3]",-0.375750661
mp-866125,LuTaRu2,dataset/cif_files/mp-866125.cif,"[71, 73, 44, 44]","[1.27, 1.5, 2.2, 2.2]","[3, 5, 8, 8]","[6, 6, 5, 5]","[1.75, 1.45, 1.3, 1.3]",-0.509273699
mp-866124,LuTc2W,dataset/cif_files/mp-866124.cif,"[71, 43, 43, 74]","[1.27, 1.9, 1.9, 2.36]","[3, 7, 7, 6]","[6, 5, 5, 6]","[1.75, 1.35, 1.35, 1.35]",-0.111866545
mp-865410,LuThRu2,dataset/cif_files/mp-865410.cif,"[71, 90, 44, 44]","[1.27, 1.3, 2.2, 2.2]","[3, 3, 8, 8]","[6, 7, 5, 5]","[1.75, 1.8, 1.3, 1.3]",-0.505350232
mp-865416,LuThTc2,dataset/cif_files/mp-865416.cif,"[71, 90, 43, 43]","[1.27, 1.3, 1.9, 1.9]","[3, 3, 7, 7]","[6, 7, 5, 5]","[1.75, 1.8, 1.35, 1.35]",-0.160377946
mp-865438,LuTlRh2,dataset/cif_files/mp-865438.cif,"[71, 81, 45, 45]","[1.27, 1.62, 2.28, 2.28]","[3, 13, 9, 9]","[6, 6, 5, 5]","[1.75, 1.9, 1.35, 1.35]",-0.593029395
mp-865488,LuUTc2,dataset/cif_files/mp-865488.cif,"[71, 92, 43, 43]","[1.27, 1.38, 1.9, 1.9]","[3, 3, 7, 7]","[6, 7, 5, 5]","[1.75, 1.75, 1.35, 1.35]",-0.130547316
mp-1087473,LuZnPd,dataset/cif_files/mp-1087473.cif,"[71, 30, 46]","[1.27, 1.65, 2.2]","[3, 12, 10]","[6, 4, 5]","[1.75, 1.35, 1.4]",-0.772089606
mp-865563,LuZnPd2,dataset/cif_files/mp-865563.cif,"[71, 30, 46, 46]","[1.27, 1.65, 2.2, 2.2]","[3, 12, 10, 10]","[6, 4, 5, 5]","[1.75, 1.35, 1.4, 1.4]",-0.801039357
mp-1210625,LuZnPt,dataset/cif_files/mp-1210625.cif,"[71, 30, 78]","[1.27, 1.65, 2.28]","[3, 12, 10]","[6, 4, 6]","[1.75, 1.35, 1.35]",-0.998665664
mp-1210650,LuZnRh,dataset/cif_files/mp-1210650.cif,"[71, 30, 45]","[1.27, 1.65, 2.28]","[3, 12, 9]","[6, 4, 5]","[1.75, 1.35, 1.35]",-0.809673753
mp-865566,LuZnRh2,dataset/cif_files/mp-865566.cif,"[71, 30, 45, 45]","[1.27, 1.65, 2.28, 2.28]","[3, 12, 9, 9]","[6, 4, 5, 5]","[1.75, 1.35, 1.35, 1.35]",-0.80055709
mp-1210661,LuZnSn,dataset/cif_files/mp-1210661.cif,"[71, 30, 50]","[1.27, 1.65, 1.96]","[3, 12, 14]","[6, 4, 5]","[1.75, 1.35, 1.45]",-0.566340482
mp-1079133,LuZnSn2,dataset/cif_files/mp-1079133.cif,"[71, 30, 50, 50]","[1.27, 1.65, 1.96, 1.96]","[3, 12, 14, 14]","[6, 4, 5, 5]","[1.75, 1.35, 1.45, 1.45]",-0.410090239
mp-865461,LuZrCo2,dataset/cif_files/mp-865461.cif,"[71, 40, 27, 27]","[1.27, 1.33, 1.88, 1.88]","[3, 4, 9, 9]","[6, 5, 4, 4]","[1.75, 1.55, 1.35, 1.35]",-0.281861882
mp-865434,LuZrRu2,dataset/cif_files/mp-865434.cif,"[71, 40, 44, 44]","[1.27, 1.33, 2.2, 2.2]","[3, 4, 8, 8]","[6, 5, 5, 5]","[1.75, 1.55, 1.3, 1.3]",-0.596900842
mp-864978,Mg2AgAu,dataset/cif_files/mp-864978.cif,"[12, 12, 47, 79]","[1.31, 1.31, 1.93, 2.54]","[2, 2, 11, 11]","[3, 3, 5, 6]","[1.5, 1.5, 1.6, 1.35]",-0.425984958
mp-1096371,Mg2AgHg,dataset/cif_files/mp-1096371.cif,"[12, 12, 47, 80]","[1.31, 1.31, 1.93, 2]","[2, 2, 11, 12]","[3, 3, 5, 6]","[1.5, 1.5, 1.6, 1.5]",0.813770336
mp-1185750,Mg2AgHg,dataset/cif_files/mp-1185750.cif,"[12, 12, 47, 80]","[1.31, 1.31, 1.93, 2]","[2, 2, 11, 12]","[3, 3, 5, 6]","[1.5, 1.5, 1.6, 1.5]",-0.215083121
mp-864976,Mg2AgIr,dataset/cif_files/mp-864976.cif,"[12, 12, 47, 77]","[1.31, 1.31, 1.93, 2.2]","[2, 2, 11, 9]","[3, 3, 5, 6]","[1.5, 1.5, 1.6, 1.35]",-0.2838
mp-1093788,Mg2AgPd,dataset/cif_files/mp-1093788.cif,"[12, 12, 47, 46]","[1.31, 1.31, 1.93, 2.2]","[2, 2, 11, 10]","[3, 3, 5, 5]","[1.5, 1.5, 1.6, 1.4]",1.106520765
mp-1185749,Mg2AgPd,dataset/cif_files/mp-1185749.cif,"[12, 12, 47, 46]","[1.31, 1.31, 1.93, 2.2]","[2, 2, 11, 10]","[3, 3, 5, 5]","[1.5, 1.5, 1.6, 1.4]",-0.472075045
mp-1222144,Mg2AgPd,dataset/cif_files/mp-1222144.cif,"[12, 12, 47, 46]","[1.31, 1.31, 1.93, 2.2]","[2, 2, 11, 10]","[3, 3, 5, 5]","[1.5, 1.5, 1.6, 1.4]",-0.480583705
mp-864932,Mg2AgPt,dataset/cif_files/mp-864932.cif,"[12, 12, 47, 78]","[1.31, 1.31, 1.93, 2.28]","[2, 2, 11, 10]","[3, 3, 5, 6]","[1.5, 1.5, 1.6, 1.35]",-0.558440385
mp-864933,Mg2AgRh,dataset/cif_files/mp-864933.cif,"[12, 12, 47, 45]","[1.31, 1.31, 1.93, 2.28]","[2, 2, 11, 9]","[3, 3, 5, 5]","[1.5, 1.5, 1.6, 1.35]",-0.362776733
mp-1096651,Mg2CdAg,dataset/cif_files/mp-1096651.cif,"[12, 12, 48, 47]","[1.31, 1.31, 1.69, 1.93]","[2, 2, 12, 11]","[3, 3, 5, 5]","[1.5, 1.5, 1.55, 1.6]",0.945260675
mp-1185662,Mg2CdAg,dataset/cif_files/mp-1185662.cif,"[12, 12, 48, 47]","[1.31, 1.31, 1.69, 1.93]","[2, 2, 12, 11]","[3, 3, 5, 5]","[1.5, 1.5, 1.55, 1.6]",-0.13715745
mp-1096597,Mg2CdAu,dataset/cif_files/mp-1096597.cif,"[12, 12, 48, 79]","[1.31, 1.31, 1.69, 2.54]","[2, 2, 12, 11]","[3, 3, 5, 6]","[1.5, 1.5, 1.55, 1.35]",0.767731285
mp-1096162,Mg2CdGa,dataset/cif_files/mp-1096162.cif,"[12, 12, 48, 31]","[1.31, 1.31, 1.69, 1.81]","[2, 2, 12, 13]","[3, 3, 5, 4]","[1.5, 1.5, 1.55, 1.3]",1.169530916
mp-1095748,Mg2CdHg,dataset/cif_files/mp-1095748.cif,"[12, 12, 48, 80]","[1.31, 1.31, 1.69, 2]","[2, 2, 12, 12]","[3, 3, 5, 6]","[1.5, 1.5, 1.55, 1.5]",0.908083444
mp-1185755,Mg2CdHg,dataset/cif_files/mp-1185755.cif,"[12, 12, 48, 80]","[1.31, 1.31, 1.69, 2]","[2, 2, 12, 12]","[3, 3, 5, 6]","[1.5, 1.5, 1.55, 1.5]",-0.123374163
mp-1097199,Mg2CdIn,dataset/cif_files/mp-1097199.cif,"[12, 12, 48, 49]","[1.31, 1.31, 1.69, 1.78]","[2, 2, 12, 13]","[3, 3, 5, 5]","[1.5, 1.5, 1.55, 1.55]",1.136065256
mp-1096201,Mg2CdIr,dataset/cif_files/mp-1096201.cif,"[12, 12, 48, 77]","[1.31, 1.31, 1.69, 2.2]","[2, 2, 12, 9]","[3, 3, 5, 6]","[1.5, 1.5, 1.55, 1.35]",1.776777515
mp-1185752,Mg2CdIr,dataset/cif_files/mp-1185752.cif,"[12, 12, 48, 77]","[1.31, 1.31, 1.69, 2.2]","[2, 2, 12, 9]","[3, 3, 5, 6]","[1.5, 1.5, 1.55, 1.35]",-0.216777635
mp-1096324,Mg2CdPb,dataset/cif_files/mp-1096324.cif,"[12, 12, 48, 82]","[1.31, 1.31, 1.69, 2.33]","[2, 2, 12, 14]","[3, 3, 5, 6]","[1.5, 1.5, 1.55, 1.8]",1.12006985
mp-1097401,Mg2CdPd,dataset/cif_files/mp-1097401.cif,"[12, 12, 48, 46]","[1.31, 1.31, 1.69, 2.2]","[2, 2, 12, 10]","[3, 3, 5, 5]","[1.5, 1.5, 1.55, 1.4]",1.084248265
mp-1185761,Mg2CdPd,dataset/cif_files/mp-1185761.cif,"[12, 12, 48, 46]","[1.31, 1.31, 1.69, 2.2]","[2, 2, 12, 10]","[3, 3, 5, 5]","[1.5, 1.5, 1.55, 1.4]",-0.384750455
mp-1093552,Mg2CdPt,dataset/cif_files/mp-1093552.cif,"[12, 12, 48, 78]","[1.31, 1.31, 1.69, 2.28]","[2, 2, 12, 10]","[3, 3, 5, 6]","[1.5, 1.5, 1.55, 1.35]",1.163092623
mp-1097393,Mg2CdRh,dataset/cif_files/mp-1097393.cif,"[12, 12, 48, 45]","[1.31, 1.31, 1.69, 2.28]","[2, 2, 12, 9]","[3, 3, 5, 5]","[1.5, 1.5, 1.55, 1.35]",1.542628363
mp-1185762,Mg2CdRh,dataset/cif_files/mp-1185762.cif,"[12, 12, 48, 45]","[1.31, 1.31, 1.69, 2.28]","[2, 2, 12, 9]","[3, 3, 5, 5]","[1.5, 1.5, 1.55, 1.35]",-0.28006562
mp-1097498,Mg2CdSn,dataset/cif_files/mp-1097498.cif,"[12, 12, 48, 50]","[1.31, 1.31, 1.69, 1.96]","[2, 2, 12, 14]","[3, 3, 5, 5]","[1.5, 1.5, 1.55, 1.45]",1.100258949
mp-1096503,Mg2CuAg,dataset/cif_files/mp-1096503.cif,"[12, 12, 29, 47]","[1.31, 1.31, 1.9, 1.93]","[2, 2, 11, 11]","[3, 3, 4, 5]","[1.5, 1.5, 1.35, 1.6]",1.226018747
mp-1097462,Mg2CuAu,dataset/cif_files/mp-1097462.cif,"[12, 12, 29, 79]","[1.31, 1.31, 1.9, 2.54]","[2, 2, 11, 11]","[3, 3, 4, 6]","[1.5, 1.5, 1.35, 1.35]",1.049032838
mp-1097304,Mg2CuIr,dataset/cif_files/mp-1097304.cif,"[12, 12, 29, 77]","[1.31, 1.31, 1.9, 2.2]","[2, 2, 11, 9]","[3, 3, 4, 6]","[1.5, 1.5, 1.35, 1.35]",2.016831928
mp-1096438,Mg2CuPd,dataset/cif_files/mp-1096438.cif,"[12, 12, 29, 46]","[1.31, 1.31, 1.9, 2.2]","[2, 2, 11, 10]","[3, 3, 4, 5]","[1.5, 1.5, 1.35, 1.4]",1.307216815
mp-1093674,Mg2CuPt,dataset/cif_files/mp-1093674.cif,"[12, 12, 29, 78]","[1.31, 1.31, 1.9, 2.28]","[2, 2, 11, 10]","[3, 3, 4, 6]","[1.5, 1.5, 1.35, 1.35]",1.409173735
mp-1097287,Mg2CuRh,dataset/cif_files/mp-1097287.cif,"[12, 12, 29, 45]","[1.31, 1.31, 1.9, 2.28]","[2, 2, 11, 9]","[3, 3, 4, 5]","[1.5, 1.5, 1.35, 1.35]",1.786040177
mp-1095868,Mg2GaAu,dataset/cif_files/mp-1095868.cif,"[12, 12, 31, 79]","[1.31, 1.31, 1.81, 2.54]","[2, 2, 13, 11]","[3, 3, 4, 6]","[1.5, 1.5, 1.3, 1.35]",1.013705326
mp-1095976,Mg2GaCu,dataset/cif_files/mp-1095976.cif,"[12, 12, 31, 29]","[1.31, 1.31, 1.81, 1.9]","[2, 2, 13, 11]","[3, 3, 4, 4]","[1.5, 1.5, 1.3, 1.35]",1.379185103
mp-1096317,Mg2GaHg,dataset/cif_files/mp-1096317.cif,"[12, 12, 31, 80]","[1.31, 1.31, 1.81, 2]","[2, 2, 13, 12]","[3, 3, 4, 6]","[1.5, 1.5, 1.3, 1.5]",1.083407887
mp-1097225,Mg2GaPb,dataset/cif_files/mp-1097225.cif,"[12, 12, 31, 82]","[1.31, 1.31, 1.81, 2.33]","[2, 2, 13, 14]","[3, 3, 4, 6]","[1.5, 1.5, 1.3, 1.8]",1.357101328
mp-1096397,Mg2GaPd,dataset/cif_files/mp-1096397.cif,"[12, 12, 31, 46]","[1.31, 1.31, 1.81, 2.2]","[2, 2, 13, 10]","[3, 3, 4, 5]","[1.5, 1.5, 1.3, 1.4]",1.312883556
mp-1185763,Mg2GaPd,dataset/cif_files/mp-1185763.cif,"[12, 12, 31, 46]","[1.31, 1.31, 1.81, 2.2]","[2, 2, 13, 10]","[3, 3, 4, 5]","[1.5, 1.5, 1.3, 1.4]",-0.415764392
mp-1097241,Mg2HgAu,dataset/cif_files/mp-1097241.cif,"[12, 12, 80, 79]","[1.31, 1.31, 2, 2.54]","[2, 2, 12, 11]","[3, 3, 6, 6]","[1.5, 1.5, 1.5, 1.35]",0.640839387
mp-1185760,Mg2HgAu,dataset/cif_files/mp-1185760.cif,"[12, 12, 80, 79]","[1.31, 1.31, 2, 2.54]","[2, 2, 12, 11]","[3, 3, 6, 6]","[1.5, 1.5, 1.5, 1.35]",-0.393065231
mp-1096230,Mg2HgBi,dataset/cif_files/mp-1096230.cif,"[12, 12, 80, 83]","[1.31, 1.31, 2, 2.02]","[2, 2, 12, 15]","[3, 3, 6, 6]","[1.5, 1.5, 1.5, 1.6]",0.910802579
mp-1095767,Mg2HgPb,dataset/cif_files/mp-1095767.cif,"[12, 12, 80, 82]","[1.31, 1.31, 2, 2.33]","[2, 2, 12, 14]","[3, 3, 6, 6]","[1.5, 1.5, 1.5, 1.8]",1.016378134
mp-1097541,Mg2HgPd,dataset/cif_files/mp-1097541.cif,"[12, 12, 80, 46]","[1.31, 1.31, 2, 2.2]","[2, 2, 12, 10]","[3, 3, 6, 5]","[1.5, 1.5, 1.5, 1.4]",0.944032667
mp-1096443,Mg2HgPt,dataset/cif_files/mp-1096443.cif,"[12, 12, 80, 78]","[1.31, 1.31, 2, 2.28]","[2, 2, 12, 10]","[3, 3, 6, 6]","[1.5, 1.5, 1.5, 1.35]",1.059388659
mp-1096715,Mg2HgRh,dataset/cif_files/mp-1096715.cif,"[12, 12, 80, 45]","[1.31, 1.31, 2, 2.28]","[2, 2, 12, 9]","[3, 3, 6, 5]","[1.5, 1.5, 1.5, 1.35]",1.403254842
mp-1097591,Mg2InAg,dataset/cif_files/mp-1097591.cif,"[12, 12, 49, 47]","[1.31, 1.31, 1.78, 1.93]","[2, 2, 13, 11]","[3, 3, 5, 5]","[1.5, 1.5, 1.55, 1.6]",1.14257901
